NewUsed,Year,Make,Model,ModelNumber,ExteriorColor,EngineCylinders,Trim,Doors,VIN,SellingPrice,Miles,Certified,EPACity,EPAHighway,FuelType,DriveTrain,TransmissionDescription
USED,2020,Jeep,Grand Cherokee,WKJH74,Bright White Clearcoat,6,Upland 4x4,4,1C4RJFAG6LC126417,31988,39332,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wrangler 4xe,JLXL74,White Knuckle Clearcoat,4,4x4,4,1C4JJXN68PW683838,61345,5,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wrangler 4xe,JLXL74,Sting-Gray Clearcoat,4,4x4,4,1C4JJXN68PW689462,61840,5,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wrangler 4xe,JLXL74,Black Clearcoat,4,4x4,4,1C4JJXN68PW689588,60645,8,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Ram,1500,DT6H41,Patriot Blue Pearlcoat,6,"Big Horn 4x4 Quad Cab 6'4"" Box",4,1C6SRFBT7PN589934,56505,6,FALSE,17,22,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Ram,1500,DT6X98,Diamond Black Crystal Pearlcoat,6,"Rebel 4x4 Crew Cab 5'7"" Box",4,1C6SRFLT5PN581507,66525,28,FALSE,17,22,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Bright White Clearcoat,4,Latitude 4x4,4,3C4NJDBN8PT528076,35885,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Ram,ProMaster Cargo Van,VF2L13,Bright White Clearcoat,6,"2500 High Roof 136"" WB",3,3C6LRVCG6PE529860,54485,0,FALSE,,,Gasoline,Front Wheel Drive,9-Speed 948TE Automatic
USED,2021,Ram,ProMaster Cargo Van,VF2L16,Bright White Clearcoat,6,"2500 High Roof 159"" WB",3,3C6LRVDG4ME570143,50988,23486,FALSE,,,Gasoline,Front Wheel Drive,6-Speed Automatic
USED,2021,Ram,ProMaster Cargo Van,VF2L16,Bright White Clearcoat,6,"2500 High Roof 159"" WB",3,3C6LRVDG9ME532374,50988,22195,FALSE,,,Gasoline,Front Wheel Drive,6-Speed Automatic
USED,2018,Jeep,Wrangler Unlimited,JLJL74,Black Clearcoat,6,Sport 4x4,4,1C4HJXDG7JW264850,31988,60295,FALSE,18,23,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wrangler 4xe,JLXL74,Firecracker Red Clearcoat,4,4x4,4,1C4JJXN67PW689453,61840,13,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee 4xe,WLXR74,Bright White Clearcoat,4,Trailhawk 4x4,4,1C4RJYC67P8794610,68500,12,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee 4xe,WLXT74,Bright White Clearcoat,4,Summit Reserve 4x4,4,1C4RJYE68P8836943,81105,15,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wrangler 4xe,JLXL74,Sarge Green Clearcoat,4,4x4,4,1C4JJXN68PW689459,61840,5,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
USED,2018,Jeep,Wrangler Unlimited,JLJP74,Bright White Clearcoat,6,Sahara 4x4,4,1C4HJXEN8JW302650,36988,75936,FALSE,22,24,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wrangler 4xe,JLXL74,White Knuckle Clearcoat,4,4x4,4,1C4JJXN6XPW683839,61345,12,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Diamond Black Crystal Pearlcoat,4,Latitude 4x4,4,3C4NJDBNXPT528080,36380,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wrangler 4xe,JLXL74,Black Clearcoat,4,4x4,4,1C4JJXN64PW683836,61840,12,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Diamond Black Crystal Pearlcoat,4,Latitude 4x4,4,3C4NJDBN1PT528081,36380,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Diamond Black Crystal Pearlcoat,4,Latitude 4x4,4,3C4NJDBN7PT528084,36380,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Diamond Black Crystal Pearlcoat,4,Latitude 4x4,4,3C4NJDBN9PT528085,36380,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Ram,ProMaster Cargo Van,VF1L13,Bright Silver Metallic Clearcoat,6,"1500 High Roof 136"" WB",3,3C6LRVBG7PE548564,53705,0,FALSE,,,Gasoline,Front Wheel Drive,9-Speed 948TE Automatic
NEW,2023,Jeep,Wagoneer,WSJP75,Bright White Clearcoat,6,Series III 4x4,4,1C4SJVDP2PS507233,82005,5,FALSE,16,23,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Ram,1500,DT6M98,Bright White Clearcoat,8,"Limited 4x4 Crew Cab 5'7"" Box",4,1C6SRFHT1PN601647,80200,12,FALSE,17,22,Diesel,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Bright White Clearcoat,4,Latitude 4x4,4,3C4NJDBN1PT528078,35885,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wagoneer,WSJP75,Bright White Clearcoat,6,Series III 4x4,4,1C4SJVDP4PS507234,82005,0,FALSE,17,24,Gasoline,Four Wheel Drive,8-Speed Automatic
USED,2022,Dodge,Charger,LDDS48,White Knuckle Clearcoat,6,GT RWD,4,2C3CDXHGXNH192997,39988,13055,FALSE,19,30,Gasoline,Rear Wheel Drive,8-Speed Automatic
USED,2022,Dodge,Charger,LDDS48,Granite Crystal Metallic Clearcoat,6,GT RWD,4,2C3CDXHG1NH119212,39988,14466,FALSE,19,30,Gasoline,Rear Wheel Drive,8-Speed Automatic
USED,2017,Jeep,Wrangler Unlimited,JKJM74,Firecracker Red Clearcoat,6,Sport 4x4,4,1C4BJWDG2HL530206,25888,108456,FALSE,16,21,Gasoline,Four Wheel Drive,5-Speed Automatic
USED,2017,Jeep,Compass,MKJM49,Granite Crystal Metallic Clearcoat,4,High Altitude 4x4 *Ltd Avail*,4,1C4NJDEB3HD100313,20988,33403,FALSE,20,25,Gasoline,Four Wheel Drive,6-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Diamond Black Crystal Pearlcoat,4,Latitude 4x4,4,3C4NJDBN3PT528082,36380,12,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Ram,3500,D28H91,Granite Crystal Metallic Clearcoat,8,"Big Horn 4x4 Crew Cab 6'4"" Box",4,3C63R3DL3PG512681,80830,0,FALSE,,,Diesel,Four Wheel Drive,Aisin 6-Speed Automatic
USED,2022,Jeep,Wrangler,JLJL74,Bright White Clearcoat,6,Unlimited High Tide 4x4,4,1C4HJXDG2NW252725,54988,6171,FALSE,19,24,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Diamond Black Crystal Pearlcoat,4,Latitude 4x4,4,3C4NJDBN5PT528083,36380,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Granite Crystal Metallic Clearcoat,4,Latitude 4x4,4,3C4NJDBN9PT534369,36380,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJM74,Granite Crystal Metallic Clearcoat,4,Latitude 4x4,4,3C4NJDBN2PT534374,36380,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
USED,2019,Jeep,Wrangler Unlimited,JLJS74,Sting-Gray Clearcoat,6,Rubicon 4x4,4,1C4HJXFG3KW619592,39888,70855,FALSE,18,23,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wagoneer,WSJP75,Diamond Black Crystal Pearlcoat,6,Series III 4x4,4,1C4SJVDP8PS507236,82650,0,FALSE,17,24,Gasoline,Four Wheel Drive,8-Speed Automatic
USED,2021,Ram,1500,DT6H91,Diamond Black Crystal Pearlcoat,6,"Big Horn 4x4 Crew Cab 6'4"" Box",4,1C6SRFMT2MN572323,45888,24030,FALSE,15,21,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee L,WLJT75,Diamond Black Crystal Pearlcoat,6,Summit Reserve 4x4,4,1C4RJKEG2P8821330,74040,10,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wagoneer,WSJP75,Diamond Black Crystal Pearlcoat,6,Series III 4x4,4,1C4SJVDP6PS507235,82650,10,FALSE,17,24,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee,WLJT74,Hydro Blue Pearlcoat,6,Summit Reserve 4x4,4,1C4RJHEG9P8762442,72880,5,FALSE,19,26,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee L,WLJT75,Velvet Red Pearlcoat,6,Summit Reserve 4x4,4,1C4RJKEG4P8821331,74040,12,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Ram,ProMaster Cargo Van,VF2L13,Bright White Clearcoat,6,"2500 High Roof 136"" WB",3,3C6LRVCG9PE552047,52765,0,FALSE,,,Gasoline,Front Wheel Drive,9-Speed 948TE Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN0PT544525,38365,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee L,WLJT75,Bright White Clearcoat,6,Summit Reserve 4x4,4,1C4RJKEG2P8821327,73545,5,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee 4xe,WLXP74,Silver Zynith,4,4x4,4,1C4RJYB62PC595561,66445,12,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee L,WLJT75,Bright White Clearcoat,6,Summit Reserve 4x4,4,1C4RJKEG4P8821328,73545,8,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN6PT544531,38365,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
USED,2013,Jeep,Wrangler Unlimited,JKJM74,Billet Metallic Clearcoat,6,4WD 4dr Sport,4,1C4BJWDG1DL548707,19988,101248,FALSE,16,21,Gasoline,Four Wheel Drive,6-Speed Manual
USED,2020,Jeep,Cherokee,KLJP74,Velvet Red Pearlcoat,6,Limited 4x4,4,1C4PJMDX8LD510555,28988,35179,FALSE,19,27,Gasoline,Four Wheel Drive,9-Speed 948TE Automatic
NEW,2023,Jeep,Compass,MPJE74,Bright White Clearcoat,4,Latitude Lux,4,3C4NJDFN5PT544522,37870,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee L,WLJP75,Rocky Mountain Pearlcoat,6,Limited 4x4,4,1C4RJKBG2P8862707,55435,16,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee L,WLJP75,Midnight Sky,6,Limited 4x4,4,1C4RJKBG4P8809460,54685,12,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Ram,ProMaster Cargo Van,VF1L13,Bright Silver Metallic Clearcoat,6,"1500 High Roof 136"" WB",3,3C6LRVBG9PE548565,53705,0,FALSE,,,Gasoline,Front Wheel Drive,9-Speed 948TE Automatic
NEW,2023,Jeep,Compass,MPJE74,Granite Crystal Metallic Clearcoat,4,Latitude Lux,4,3C4NJDFN7PT544537,38365,12,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee,WLJS74,Midnight Sky,6,Overland 4x4,4,1C4RJHDG2P8846717,65805,12,FALSE,19,26,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee L,WLTH75,Bright White Clearcoat,6,Laredo 4x2,4,1C4RJJAG2P8790564,47070,0,FALSE,19,26,Gasoline,Rear Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Granite Crystal Metallic Clearcoat,4,Latitude Lux,4,3C4NJDFN1PT544534,38365,10,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN4PT544527,38365,13,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Granite Crystal Metallic Clearcoat,4,Latitude Lux,4,3C4NJDFN5PT544536,38365,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN7PT544523,38365,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Dodge,Hornet,GGEH49,Blue Steele,4,GT AWD,4,ZACNDFAN7P3A02766,32680,15,FALSE,21,29,Gasoline,All Wheel Drive,9-Speed 948TE Automatic
NEW,2023,Jeep,Grand Cherokee L,WLJT75,Bright White Clearcoat,6,Summit Reserve 4x4,4,1C4RJKEG4P8805064,75925,5,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2022,Jeep,Cherokee,KLJH74,Diamond Black Crystal Pearlcoat,6,Trailhawk 4x4,4,1C4PJMBX9ND518024,42780,3,FALSE,18,24,Gasoline,Four Wheel Drive,9-Speed 948TE Automatic
NEW,2023,Jeep,Grand Cherokee,WLJS74,Midnight Sky,6,Overland 4x4,4,1C4RJHDG6P8846719,65805,4,FALSE,19,26,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee 4xe,WLXS74,Diamond Black Crystal Pearlcoat,4,Overland 4x4,4,1C4RJYD68PC595741,72325,17,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Granite Crystal Metallic Clearcoat,4,Latitude Lux,4,3C4NJDFN3PT544535,38365,13,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN6PT544528,38365,12,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN4PT544530,38365,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee,WLJS74,Diamond Black Crystal Pearlcoat,6,Overland 4x4,4,1C4RJHDG0PC573144,65805,5,FALSE,19,26,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wagoneer,WSJP75,Diamond Black Crystal Pearlcoat,6,Series III 4x4,4,1C4SJVDPXPS507237,82650,5,FALSE,17,24,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN2PT544526,38365,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN8PT544529,38365,10,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN9PT544524,38365,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Granite Crystal Metallic Clearcoat,4,Latitude Lux,4,3C4NJDFN0PT544539,38365,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,4,Latitude Lux,4,3C4NJDFN8PT544532,38365,6,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
USED,2020,Dodge,Charger,LDDR48,Granite Crystal Metallic Clearcoat,8,Scat Pack RWD,4,2C3CDXGJ6LH107356,50988,16892,FALSE,15,24,Gasoline,Rear Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Grand Cherokee 4xe,WLXP74,Silver Zynith,4,4x4,4,1C4RJYB60PC595560,66445,4,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Granite Crystal Metallic Clearcoat,4,Latitude Lux,4,3C4NJDFN9PT544538,38365,8,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Compass,MPJE74,Granite Crystal Metallic Clearcoat,4,Latitude Lux,4,3C4NJDFNXPT544533,38365,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic
USED,2020,Ram,2500,DJ7R91,Pearl White,8,"Longhorn 4x4 Crew Cab 6'4"" Box",4,3C6UR5GLXLG178350,70000,45296,FALSE,,,Diesel,Four Wheel Drive,6-Speed Automatic
NEW,2023,Ram,ProMaster Cargo Van,VF1L13,Bright White Clearcoat,6,"1500 High Roof 136"" WB",3,3C6LRVBG2PE548567,53100,0,FALSE,,,Gasoline,Front Wheel Drive,9-Speed 948TE Automatic
USED,2020,Jeep,Grand Cherokee,WKJH74,Bright White Clearcoat,6,Laredo E 4x4,4,1C4RJFAG9LC299137,30488,44831,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic
NEW,2023,Jeep,Wrangler 4xe,JLXL74,Sting-Gray Clearcoat,4,4x4,4,1C4JJXN6XPW683713,60640,12,FALSE,,,Hybrid,Four Wheel Drive,8-Speed Automatic
NEW,2023,Ram,1500,DT6R98,Diamond Black Crystal Pearlcoat,6,"Longhorn 4x4 Crew Cab 5'7"" Box",4,1C6SRFKT5PN616385,79900,10,FALSE,17,22,Gasoline,Four Wheel Drive,8-Speed Automatic
USED,2017,Jeep,Wrangler Unlimited,JKJM74,Black Clearcoat,6,Sport 4x4,4,1C4BJWDG3HL579530,31988,55670,FALSE,16,21,Gasoline,Four Wheel Drive,5-Speed Automatic
USED,2020,Jeep,Wrangler,JLJL72,Bright White Clearcoat,6,Sport S 4x4,2,1C4GJXAN6LW229086,34988,32034,FALSE,22,24,Gasoline,Four Wheel Drive,8-Speed Automatic
USED,2018,Jeep,Wrangler Unlimited,JLJL74,Black Clearcoat,6,Sport S 4x4,4,1C4HJXDN7JW215419,35988,58940,FALSE,22,24,Gasoline,Four Wheel Drive,8-Speed Automatic
USED,2015,Dodge,Charger,LDDP48,Pitch Black,8,4dr Sdn Road/Track RWD,4,2C3CDXCT5FH813553,26888,46113,FALSE,16,25,Gasoline,Rear Wheel Drive,8-Speed Automatic
